"URL","Artist","Hometown","Tags","Description","Description HTML","Picture Link","Youtube Link"
"http://do512.com/c/sx2013/bands/megafauna-","Megafauna","Austin, TX","","Imagine if King Crimson and Bjork had a Jimi Hendrix inspired lovechild- Megafauna would be said offspring. Since its inception in August of 2008, Megafauna has been compared to bands as diverse as Siouxsie and the Banshees, Portishead, Flyleaf, Jack White, The Breeders, Pavement and countless others. Laurie Gallardo (KUT) explained that “Everything is fair game: Classic rock, garage rock, punk, and metal, and the bone-rattling turbulence of Neff’s monster guitar riffs.”","<p>Imagine if King Crimson and Bjork had a Jimi Hendrix inspired lovechild-<br /> Megafauna would be said offspring. Since its inception in August of <br /> 2008, Megafauna has been compared to bands as diverse as Siouxsie and <br /> the Banshees, Portishead, Flyleaf, Jack White, The Breeders, Pavement <br /> and countless others. Laurie Gallardo (<span class=""caps"">KUT</span>) explained that “Everything <br /> is fair game: Classic rock, garage rock, punk, and metal, and the <br /> bone-rattling turbulence of Neff’s monster guitar riffs.” <br></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5649593/a443f5d4caa050aeb931a03f3b8e83fe_poster.jpeg","http://www.youtube.com/e/IJKcRaQrmJc?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/bp-fallon-and-the-bandits","BP Fallon & The Bandits","","","BP Fallon & The Bandits – BP Fallon (vox), Aaron Lee Tasjan (guitar/piano/vox), Nigel Harrison (bass guitar), Clem Burke (drums).","<p><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">BP Fallon & The Bandits – BP Fallon (vox), Aaron Lee Tasjan (guitar/piano/vox), Nigel Harrison (bass guitar), Clem Burke (drums).</span></p> </div>","http://cdn2.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361569918","http://www.youtube.com/e/6uBzrlk9Rmo?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/emily-bell","Emily Bell","Austin, TX","","Somewhere in the world between technicolored soul, southern blues and 60’s rock-n-roll, Austin, TX singer/songwriter, Emily Bell, has a debut disc that sonically fits on it’s own planet. From being raised by the queens of musical theater, to being toughened up by the seasoned cats of R&B and taken under the wing of rock-n-roll; Bell’s large musical family has created an extremely original and compelling monster. With a voice that fits in the realm of her soulful British female counterparts, she backs it up with an energetic rock-n-soul vibe. While giving a nod to the great musical souls of the past, Bell didn’t just close her eyes and throwback a few stones hoping to catch the resurrected wave of the 60’s and 70’s. “I wanted to create a record of songs that captured the energy of what naturally comes out of me, the musicians I work with, and I wanted to stay true to the neighborhood I grew up in.” Montrose neighborhood in Houston, TX- where Bell had her first encounter with singer/songwriter, John Evans, and producer/co-writer of her debut record. “It was a special music scene going on there, Delta blues, southern roots music; musicians inspired by the greats- Robert Johnson, Hank Williams, Gene VIncent, etc.” At 19, Bell was bar tending and singing with bands in the scene. “These were my friends and some of my greatest musical influences. And when I saw John play for the first time, he immediately became a great friend and influence.” In 2006, Emily moved to the west coast, where she wrote, sang and recorded with former members of Tony Toni Tone, and Lucy Pearl. ""My musical world began to open up to whole new planets.” After a few years, Bell felt the longing to bring her newly discovered planets back to where she came from. “Texas is home to me. It’s also where my musical roots are.” states Emily. Back in Texas, a run in with her old friend John Evans changed things. “We immediately began collaborating on songs. I wanted to tie the thread between what I experienced musically on the west coast to my musical roots back home. John was the perfect guy to do that with. He’s been crossing boundaries in southern music for over a decade."" Together their inspirations span from The Ronnettes to Otis Redding, Gene Vincent to Hank Williams, and The Stones to The Stooges. The result is a collection of high energy, highly original songs. Her first release is a Double A Side featuring two songs off the record, “Back to the Way I Was”, a stompy rock and soul number that cleverly captures Bell’s return to the place of her roots and “Pusher Girl” a distorted bluesy track with a vocal delivery from Bell that captures the days of when a woman sang about freedom with belted power and seduction. All in all, it showcases a collection of songs that are built with old school steel, but the tracks they ride on are polished and new. Bell is dropping the Double A side available on 7’ vinyl and ITunes in December.","<p>Somewhere in the world between technicolored soul, southern blues and 60’s rock-n-roll, Austin, TX singer/songwriter, Emily Bell, has a debut disc that sonically fits on it’s own planet. From being raised by the queens of musical theater, to being toughened up by the seasoned cats of R&B and taken under the wing of rock-n-roll; Bell’s large musical family has created an extremely original and compelling monster. With a voice that fits in the realm of her soulful British female counterparts, she backs it up with an energetic rock-n-soul vibe. While giving a nod to the great musical souls of the past, Bell didn’t just close her eyes and throwback a few stones hoping to catch the resurrected wave of the 60’s and 70’s. “I wanted to create a record of songs that captured the energy of what naturally comes out of me, the musicians I work with, and I wanted to stay true to the neighborhood I grew up in.”</p> <p>Montrose neighborhood in Houston, TX- where Bell had her first encounter with singer/songwriter, John Evans, and producer/co-writer of her debut record. “It was a special music scene going on there, Delta blues, southern roots music; musicians inspired by the greats- Robert Johnson, Hank Williams, Gene VIncent, etc.” At 19, Bell was bar tending and singing with bands in the scene. “These were my friends and some of my greatest musical influences. And when I saw John play for the first time, he immediately became a great friend and influence.”</p> In 2006, Emily moved to the west coast, where she wrote, sang and recorded with former members of Tony Toni Tone, and Lucy Pearl. ""My musical world began to open up to whole new planets.” After a few years, Bell felt the longing to bring her newly discovered planets back to where she came from. “Texas is home to me. It’s also where my musical roots are.” states Emily. <p>Back in Texas, a run in with her old friend John Evans changed things. “We immediately began collaborating on songs. I wanted to tie the thread between what I experienced musically on the west coast to my musical roots back home. John was the perfect guy to do that with. He’s been crossing boundaries in southern music for over a decade."" Together their inspirations span from The Ronnettes to Otis Redding, Gene Vincent to Hank Williams, and The Stones to The Stooges. The result is a collection of high energy, highly original songs. Her first release is a Double A Side featuring two songs off the record, “Back to the Way I Was”, a stompy rock and soul number that cleverly captures Bell’s return to the place of her roots and “Pusher Girl” a distorted bluesy track with a vocal delivery from Bell that captures the days of when a woman sang about freedom with belted power and seduction. All in all, it showcases a collection of songs that are built with old school steel, but the tracks they ride on are polished and new. Bell is dropping the Double A side available on 7’ vinyl and ITunes in December.</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5359675/bc0f1383b18f3db92083c15f410220d1_poster.jpeg","http://www.youtube.com/e/S4DOTOEcGXc?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/larry-g","Larry g(EE)","Dallas, TX","","Modern, yet timeless. If you had to sum up Larry g(EE)’s debut EP, “Weekends,” those three words would be a fine start. You can hear the echoes of classic Stax sides in the punchy horns of “Yo Mama” and feel the intense romanticism of vintage Motown singles in the piercing ballad “I’m Your Fool.” Yet, unlike so many musicians drawing inspiration from those fertile sources, Larry isn’t interested in meticulous recreation: “I’m anything but a pure traditionalist or revivalist,” he says. Indeed, in the era of Twitter, Facebook and Tumblr, Larry g(EE) strives for something authentic and original, making a connection to eternal feelings through his music. Call it a proudly analog vision in a fully digital world.The Dallas-based singer-songwriter first made waves and earned critical acclaim as fiery frontman for rock band Odis, but felt the need for a creative rejuvenation, something far funkier and more soulful. In 2010, Larry struck out on his own, writing what would become “Weekends” over a summer in Brooklyn, and returning to Texas to collaborate with producer Beau Bedford (whose credits include work with the Apache 5, Dovetail and Kirby Brown). The four-track “Weekends” was released in Dec. 2011.“Weekends” showcases a strutting blend of funk, silky soul and smart pop melodies that become irresistibly lodged in your brain. Critics have called Larry’s music “finger-licking … enlivened soul music” (Pegasus News) and dared listeners “to find a single thing to hate” (Under the Gun). Larry has showcased his unique, intoxicating sound on stages from Los Angeles to New York City, with stops at South by Southwest, a stint on the Vans Warped Tour and high-profile slots opening for an array of national artists, including Ghostland Observatory and Linda Perry. He recently made his national television debut on Jimmy Kimmel Live! Quite simply, “Weekends” heralds the arrival of a phenomenal talent, gearing up for a dynamic, exciting and artistically satisfying career, one as great and indelible as the artists he admires. The EP “Weekends” will give listeners a jolt – a burst of life-affirming, beautifully rendered music that evokes the past, even as it is firmly rooted in the present.via Facebook","<p><span style=""color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">Modern, yet timeless. If you had to sum up Larry g(EE)’s debut EP, “Weekends,” those three words would be a fine start. You can hear the echoes of classic Stax sides in the punchy horns of “Yo Mama” and feel the intense romanticism of vintage Motown singles in the piercing ballad “I’m Your Fool.” Yet, unlike so many musicians drawing inspiration from those fertile sources, Larry isn’t interested i</span><span style=""display: inline; color: rgb(51, 51, 51); font-family: 'lucida grande', tahoma, verdana, arial, sans-serif; font-size: 11px; line-height: 14px;"">n meticulous recreation: “I’m anything but a pure traditionalist or revivalist,” he says. Indeed, in the era of Twitter, Facebook and Tumblr, Larry g(EE) strives for something authentic and original, making a connection to eternal feelings through his music. Call it a proudly analog vision in a fully digital world.<br><br>The Dallas-based singer-songwriter first made waves and earned critical acclaim as fiery frontman for rock band Odis, but felt the need for a creative rejuvenation, something far funkier and more soulful. In 2010, Larry struck out on his own, writing what would become “Weekends” over a summer in Brooklyn, and returning to Texas to collaborate with producer Beau Bedford (whose credits include work with the Apache 5, Dovetail and Kirby Brown). The four-track “Weekends” was released in Dec. 2011.<br><br>“Weekends” showcases a strutting blend of funk, silky soul and smart pop melodies that become irresistibly lodged in your brain. Critics have called Larry’s music “finger-licking … enlivened soul music” (Pegasus News) and dared listeners “to find a single thing to hate” (Under the Gun). Larry has showcased his unique, intoxicating sound on stages from Los Angeles to New York City, with stops at South by Southwest, a stint on the Vans Warped Tour and high-profile slots opening for an array of national artists, including Ghostland Observatory and Linda Perry. He recently made his national television debut on Jimmy Kimmel Live! <br><br>Quite simply, “Weekends” heralds the arrival of a phenomenal talent, gearing up for a dynamic, exciting and artistically satisfying career, one as great and indelible as the artists he admires. The EP “Weekends” will give listeners a jolt – a burst of life-affirming, beautifully rendered music that evokes the past, even as it is firmly rooted in the present.<br><br>via <a href=""https://www.facebook.com/LarryGeeMusic/info"">Facebook</a></span></p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7608366/311543_198883380175942_1570977_n_poster.jpg","http://www.youtube.com/e/bk1QWW8piHQ?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/folk-family-revival","Folk Family Revival","Magnolia, Texas","","Folk Family Revival, comprised of the Lankford brothers – Mason, Barrett and Lincoln – and Caleb Pace, has been described as Americana, folk and country, but their unique sound has influences spanning rock, folk, country, Americana and bluegrass. As the primary songwriter, Mason – who is not yet twenty – fronts the band with vocals and guitar, Barrett plays bass, Caleb is found on electric guitar, mandolin and lap steel, and Lincoln backs the band up on drums and percussion. Childhood friends (and brothers), the foursome has already been featured on Fox26 and live radio and has opened for legends like Charlie Robison, Cody Canada & the Departed, The Marshall Tucker Band, Rodney Atkins and the Trishas. In their not-so spare time, the boys enjoy squirrel hunting, practicing new music in their shed (they can’t get enough of it), working on cars and reinforcing the bond that makes them such a moving and awe-inspiring act – despite their young age. Unfolding, which debuts June 28, 2011, was produced and mixed by Jeffery Armstreet at Red Tree Recording Studio in Magnolia, Texas. The album was mastered by Grammy winning engineer Gavin Lurssen.","<p>Folk Family Revival, comprised of the Lankford brothers – Mason, Barrett and Lincoln – and Caleb Pace, has been described as Americana, folk and country, but their unique sound has influences spanning rock, folk, country, Americana and bluegrass. As the primary songwriter, Mason – who is not yet twenty – fronts the band with vocals and guitar, Barrett plays bass, Caleb is found on electric guitar, mandolin and lap steel, and Lincoln backs the band up on drums and percussion. Childhood friends (and brothers), the foursome has already been featured on Fox26 and live radio and has opened for legends like Charlie Robison, Cody Canada & the Departed, The Marshall Tucker Band, Rodney Atkins and the Trishas. In their not-so spare time, the boys enjoy squirrel hunting, practicing new music in their shed (they can’t get enough of it), working on cars and reinforcing the bond that makes them such a moving and awe-inspiring act – despite their young age.</p> <p>Unfolding, which debuts June 28, 2011, was produced and mixed by Jeffery Armstreet at Red Tree Recording Studio in Magnolia, Texas. The album was mastered by Grammy winning engineer Gavin Lurssen.</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5378341/06e7bf61400cc8aeb3e75d422313ec86_poster.jpeg","http://www.youtube.com/e/Y6SF-jKWqMU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/tyagaraja-","Tyagaraja","Houston, TX","","Acoustic / Folk / Experimental","<p>Acoustic / Folk / Experimental</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/7056872/4ab4695c9099954be81ee7ca106aaea0_poster.jpeg","http://www.youtube.com/e/28TFewwamK8?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-migrant","The Migrant","","","","","http://cdn2.dostuffmedia.com/themes/metro_shell_v1/images/icons/logo_177.gif?1361569918","http://www.youtube.com/e/pzJZJWjL8X0?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/new-york-city-queens","New York City Queens","Houston","","","","http://s3.amazonaws.com/dostuff-production/photos/5424883/d68c6fecb377bea7a822bdfacbfd3a0d_poster.jpeg","http://www.youtube.com/e/_fkKnOy6ROs?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/the-hanna-barbarians","The Hanna Barbarians","Ft. Worth, Texas, Un","rock, psychedelic, blues rock, psychedelic rock","Blues / Psychedelic / Rock","<p>Blues / Psychedelic / Rock</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/1428650/5c4e6895d1255ea87de682e9d37ec7b3_poster.jpeg","http://www.youtube.com/e/Yv7BThStRRM?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/hydra-melody-","Hydra Melody","","","Day of The Dukes Maybe One Day EP","<p>Day of The Dukes</p> <p>Maybe One Day EP</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/5359639/dbf2fa563ef724df7e1189c657376b7b_poster.jpeg","http://www.youtube.com/e/xDEbXoe5VjU?enablejsapi=1&version=3"
"http://do512.com/c/sx2013/bands/retrospect","Retrospect","Chicago","","RETROSPECT is a two man collective consisting of artists, Quotes and Def Poet. The hip hop tandem has been active in Chicago since the year 2006. Since then, they have released 3 mixtapes and have generated some noise in the local scene.RETROSPECT has performed at various Chicago venues such as Wildhare for the annual nationwide Dunk Exchange and Lincoln Hall for the 2012 TNK Winter Music Festival. They have shared the stage with an array of talented artists such as Pac Div and Theophilus London for Tour de Roses. They have been featured on various media platforms such as WGCI’s Go Ill Radio, Soul Call Radio in Spain, IMF Magazine, Fake Shore Drive, Ruby Hornet and the Pursuit of Dopeness.Though the group’s first inspirations emerged from the likes of ATCQ, Kanye West and Nas, their music is now influenced by countless examples of innovative music unbound by any one genre or space in time. Combining organic with inorganic components, RETROSPECT’s primary objective is to create a “new soul”. Taking full advantage of melody, they compose exciting introspective music; beautifying the truth by summoning the power of the imagination. Visit their website at www.thespect.net","<p><span class=""caps"">RETROSPECT</span> is a two man collective consisting of artists, Quotes and Def Poet. The hip hop tandem has been active in Chicago since the year 2006. Since then, they have released 3 mixtapes and have generated some noise in the local scene.</p><p><br></p><p><span class=""caps"">RETROSPECT</span> has performed at various Chicago venues such as Wildhare for the annual nationwide Dunk Exchange and Lincoln Hall for the 2012 <span class=""caps"">TNK</span> Winter Music Festival. They have shared the stage with an array of talented artists such as Pac Div and Theophilus London for Tour de Roses. They have been featured on various media platforms such as WGCI’s Go Ill Radio, Soul Call Radio in Spain, <span class=""caps"">IMF</span> Magazine, Fake Shore Drive, Ruby Hornet and the Pursuit of Dopeness.</p><p><br></p><p>Though the group’s first inspirations emerged from the likes of <span class=""caps"">ATCQ</span>, Kanye West and Nas, their music is now influenced by countless examples of innovative music unbound by any one genre or space in time. Combining organic with inorganic components, RETROSPECT’s primary objective is to create a “new soul”. Taking full advantage of melody, they compose exciting introspective music; beautifying the truth by summoning the power of the imagination.</p><p> </p><p>Visit their website at www.thespect.net</p> </div>","http://s3.amazonaws.com/dostuff-production/photos/6979631/RETROSPECT_press_photo1_poster.jpg","http://www.youtube.com/e/clwUh5CG0EU?enablejsapi=1&version=3"
